path,category,extension,size_bytes,lines,sha256,status_hint
docs/audits/blog-canibalizacion.json,docs,.json,2,1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,review
