path,size_bytes,refs,sample,candidate
public/images/equipo/emil-barahona.webp,25836,6,lib/site.ts | auditoria-seo/mcp-seo-report-faq.md | auditoria-seo/mcp-seo-report-blog.md | auditoria-seo/mcp-seo-report-home.md | auditoria-seo/mcp-seo-report-despacho.md | data/images.ts,used
public/images/equipo/danilo-pineda-maradiaga.webp,61618,6,lib/site.ts | auditoria-seo/mcp-seo-report-faq.md | auditoria-seo/mcp-seo-report-blog.md | auditoria-seo/mcp-seo-report-home.md | auditoria-seo/mcp-seo-report-despacho.md | data/images.ts,used
public/images/equipo/danilo-pineda-maradiaga-penal.webp,52418,3,lib/site.ts | data/images.ts | docs/seo/estrategia-derecho-penal.md,used
public/images/equipo/thania-marlene-paz.webp,41150,6,lib/site.ts | auditoria-seo/mcp-seo-report-faq.md | auditoria-seo/mcp-seo-report-blog.md | auditoria-seo/mcp-seo-report-home.md | auditoria-seo/mcp-seo-report-despacho.md | data/images.ts,used
public/images/equipo/danilo-pineda-maradiaga-alt.webp,131798,3,lib/site.ts | data/images.ts | app/(public)/derecho-penal/page.tsx,used
public/images/penal/penitenciario.webp,102882,1,data/images.ts,used
public/images/penal/recursos-impugnaciones.webp,90476,1,data/images.ts,used
public/images/penal/litigio-complejo.webp,38446,2,data/images.ts | app/(public)/page.tsx,used
public/images/penal/consultoria-preventiva.webp,50038,1,data/images.ts,used
public/images/penal/resolucion-alternativa.webp,262190,1,data/images.ts,used
public/images/penal/representacion-integral.webp,90476,1,data/images.ts,used
public/images/penal/penal-juvenil.webp,136712,1,data/images.ts,used
public/images/corporate/hero_home.webp,130386,1,data/images.ts,used
public/images/corporate/hero_despacho.webp,152444,3,auditoria-seo/mcp-seo-report-despacho.md | data/images.ts | app/(public)/como-llegar/page.tsx,used
public/images/corporate/services_penal.webp,56100,1,data/images.ts,used
public/images/corporate/courthouse.webp,382666,3,data/images.ts | app/(public)/preguntas-frecuentes/page.tsx | app/(public)/guia-legal-abogados-honduras/page.tsx,used
public/images/corporate/services_general.webp,62368,1,data/images.ts,used
public/images/corporate/courthouse.avif,301805,0,,unreferenced
public/images/corporate/corporate_meeting.webp,57542,2,auditoria-seo/mcp-seo-report-despacho.md | data/images.ts,used
public/images/hondurenos-en-espana/jorono-international-2693200.webp,110926,1,app/(public)/hondurenos-en-espana/page.tsx,used
public/images/derecho-penal/pexels-ekaterina-bolovtsova-6077861.webp,58414,1,app/(public)/derecho-penal/page.tsx,used
