path,type,count
.env.example,private_key,1
scripts/e2e-start.mjs,postgres_url,1
tests/test-db-guard.test.ts,postgres_url,11
tests/fase3-deepseek-review.test.ts,openai_key,1
tests/fase3-experiencia-operativa.test.ts,postgres_url,1
.github/workflows/lighthouse.yml,postgres_url,1
.github/workflows/ci.yml,postgres_url,1
scripts/security/validate-staging-security.ps1,postgres_url,2
scripts/e2e/guard.mjs,postgres_url,1
scripts/e2e/guard-fase3.mjs,postgres_url,1
